Estabelecimento	Série	Nota Fiscal	Emitente	Nat. Operação	Data NF	Item	Tributo	CST	Alíquota	Base de Cálculo	Valor Tributado	Valor Isento	Valor Outros	Valor Serviço Subcontratado	Valor Retenção Adicional	Valor Retenção Não Pago	Valor Serviço - Cond. Especial 15 anos	Valor Serviço - Cond. Especial 20 anos	Valor Serviço - Cond. Especial 25 anos	Valor Retenção Adicional Não Pago
1	1	0001296	12704	111FAF	8/1/2011	.COMPRAS.LOTE	COFINS	06	0.00	60.00	4.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0010800	70	211BRM	8/1/2011	40T	ICMS	90	0.00	0.00	0.00	0.00	10000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0010800	70	211BRM	8/1/2011	40T	IPI	03	0.00	0.00	0.00	0.00	10000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0010800	70	211BRM	8/1/2011	40T	PIS	06	0.00	10000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0010800	70	211BRM	8/1/2011	40T	COFINS	06	0.00	10000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0010800	70	211BRM	8/1/2011	13FF	ICMS	90	0.00	0.00	0.00	0.00	1000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0010800	70	211BRM	8/1/2011	13FF	IPI	03	0.00	0.00	0.00	0.00	1000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0010800	70	211BRM	8/1/2011	13FF	PIS	06	0.00	1000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0010800	70	211BRM	8/1/2011	13FF	COFINS	06	0.00	1000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076168	70	6123	8/1/2011	13F	ICMS	00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076168	70	6123	8/1/2011	13F	IPI	51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076168	70	6123	8/1/2011	13F	PIS	01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076168	70	6123	8/1/2011	13F	COFINS	01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076169	81	6123	8/1/2011	13C	ICMS	00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076169	81	6123	8/1/2011	13C	IPI	50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076169	81	6123	8/1/2011	13C	PIS	01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076169	81	6123	8/1/2011	13C	COFINS	01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076169	81	6123	8/1/2011	13FF	ICMS	00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076169	81	6123	8/1/2011	13FF	IPI	50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076169	81	6123	8/1/2011	13FF	PIS	01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076169	81	6123	8/1/2011	13FF	COFINS	01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076170	70	6123	8/1/2011	13F	ICMS	00	25.00	208.00	52.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076170	70	6123	8/1/2011	13F	IPI	51	0.00	0.00	0.00	0.00	208.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076170	70	6123	8/1/2011	13F	PIS	01	0.00	208.00	3.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076170	70	6123	8/1/2011	13F	COFINS	01	0.00	208.00	15.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076170	70	6123	8/1/2011	13T	ICMS	00	25.00	138271603.68	34567900.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076170	70	6123	8/1/2011	13T	IPI	51	0.00	0.00	0.00	0.00	138271603.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076170	70	6123	8/1/2011	13T	PIS	01	0.00	138271603.68	2281481.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076170	70	6123	8/1/2011	13T	COFINS	01	0.00	138271603.68	10508641.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076171	14	7111	8/1/2011	ABJC-100	ICMS	41	0.00	0.00	0.00	1000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076171	14	7111	8/1/2011	ABJC-100	IPI	52	0.00	0.00	0.00	1000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076171	14	7111	8/1/2011	ABJC-100	PIS	06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076171	14	7111	8/1/2011	ABJC-100	COFINS	06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076172	81	611OTF	8/1/2011	13F	ICMS	00	25.00	208.00	52.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076172	81	611OTF	8/1/2011	13F	IPI	51	0.00	0.00	0.00	0.00	208.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076172	81	611OTF	8/1/2011	13F	PIS	01	0.00	208.00	3.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076172	81	611OTF	8/1/2011	13F	COFINS	01	0.00	208.00	15.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076172	81	611OTF	8/1/2011	13FF	ICMS	00	25.00	26.26	6.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076172	81	611OTF	8/1/2011	13FF	IPI	50	8.00	26.26	2.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076172	81	611OTF	8/1/2011	13FF	PIS	01	0.00	26.26	0.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076172	81	611OTF	8/1/2011	13FF	COFINS	01	0.00	26.26	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076172	81	611OTF	8/1/2011	13T	ICMS	00	25.00	210.00	52.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076172	81	611OTF	8/1/2011	13T	IPI	51	0.00	0.00	0.00	0.00	210.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076172	81	611OTF	8/1/2011	13T	PIS	01	0.00	210.00	3.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076172	81	611OTF	8/1/2011	13T	COFINS	01	0.00	210.00	15.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076172	81	611OTF	8/1/2011	P2	ICMS	00	25.00	1296.00	324.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076172	81	611OTF	8/1/2011	P2	IPI	51	0.00	0.00	0.00	0.00	1296.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076172	81	611OTF	8/1/2011	P2	PIS	01	0.00	1296.00	21.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076172	81	611OTF	8/1/2011	P2	COFINS	01	0.00	1296.00	98.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076173	70	699OTR	8/1/2011	13F	ICMS	90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076173	70	699OTR	8/1/2011	13F	PIS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076173	70	699OTR	8/1/2011	13F	COFINS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076173	70	699OTR	8/1/2011	13FF	ICMS	90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076173	70	699OTR	8/1/2011	13FF	PIS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076173	70	699OTR	8/1/2011	13FF	COFINS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076173	70	699OTR	8/1/2011	13T	ICMS	90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076173	70	699OTR	8/1/2011	13T	PIS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076173	70	699OTR	8/1/2011	13T	COFINS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076173	70	699OTR	8/1/2011	P2	ICMS	90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076173	70	699OTR	8/1/2011	P2	PIS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076173	70	699OTR	8/1/2011	P2	COFINS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076174	70	611OTF	8/1/2011	13T	ICMS	00	25.00	21000.00	5250.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076174	70	611OTF	8/1/2011	13T	IPI	51	0.00	0.00	0.00	0.00	21000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076174	70	611OTF	8/1/2011	13T	PIS	01	0.00	21000.00	346.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076174	70	611OTF	8/1/2011	13T	COFINS	01	0.00	21000.00	1596.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076174	70	611OTF	8/1/2011	13C	ICMS	00	25.00	8430.00	2107.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076174	70	611OTF	8/1/2011	13C	IPI	50	8.00	8430.00	674.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076174	70	611OTF	8/1/2011	13C	PIS	01	0.00	8430.00	139.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076174	70	611OTF	8/1/2011	13C	COFINS	01	0.00	8430.00	640.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076174	70	611OTF	8/1/2011	13FF	ICMS	00	25.00	87.53	21.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076174	70	611OTF	8/1/2011	13FF	IPI	50	8.00	87.53	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076174	70	611OTF	8/1/2011	13FF	PIS	01	0.00	87.53	1.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076174	70	611OTF	8/1/2011	13FF	COFINS	01	0.00	87.53	6.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076174	70	611OTF	8/1/2011	P2	ICMS	00	25.00	1296.00	324.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076174	70	611OTF	8/1/2011	P2	IPI	51	0.00	0.00	0.00	0.00	1296.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076174	70	611OTF	8/1/2011	P2	PIS	01	0.00	1296.00	21.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076174	70	611OTF	8/1/2011	P2	COFINS	01	0.00	1296.00	98.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076175	81	699OTR	8/1/2011	13T	ICMS	90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076175	81	699OTR	8/1/2011	13T	PIS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076175	81	699OTR	8/1/2011	13T	COFINS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076175	81	699OTR	8/1/2011	13C	ICMS	90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076175	81	699OTR	8/1/2011	13C	PIS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076175	81	699OTR	8/1/2011	13C	COFINS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076175	81	699OTR	8/1/2011	13FF	ICMS	90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076175	81	699OTR	8/1/2011	13FF	PIS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076175	81	699OTR	8/1/2011	13FF	COFINS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076175	81	699OTR	8/1/2011	P2	ICMS	90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076175	81	699OTR	8/1/2011	P2	PIS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076175	81	699OTR	8/1/2011	P2	COFINS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076176	70	611FAF	8/1/2011	13F	ICMS	90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076176	70	611FAF	8/1/2011	13F	IPI	51	0.00	0.00	0.00	0.00	693.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076176	70	611FAF	8/1/2011	13F	PIS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076176	70	611FAF	8/1/2011	13F	COFINS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076176	70	611FAF	8/1/2011	13FF	ICMS	90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076176	70	611FAF	8/1/2011	13FF	IPI	50	8.00	87.53	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076176	70	611FAF	8/1/2011	13FF	PIS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076176	70	611FAF	8/1/2011	13FF	COFINS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076176	70	611FAF	8/1/2011	13T	ICMS	90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076176	70	611FAF	8/1/2011	13T	IPI	51	0.00	0.00	0.00	0.00	31500.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076176	70	611FAF	8/1/2011	13T	PIS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076176	70	611FAF	8/1/2011	13T	COFINS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076176	70	611FAF	8/1/2011	P2	ICMS	90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076176	70	611FAF	8/1/2011	P2	IPI	51	0.00	0.00	0.00	0.00	1296.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076176	70	611FAF	8/1/2011	P2	PIS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076176	70	611FAF	8/1/2011	P2	COFINS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076177	70	699FAR	8/1/2011	13F	ICMS	90	0.00	0.00	0.00	0.00	693.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076177	70	699FAR	8/1/2011	13F	PIS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076177	70	699FAR	8/1/2011	13F	COFINS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076177	70	699FAR	8/1/2011	13T	ICMS	90	0.00	0.00	0.00	0.00	31500.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0076177	70	699FAR	8/1/2011	13T	PIS	07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
