RI0412RP                              2.00.00.076    CN_RI041                      06/02/20  17:15:16
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:31
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:31
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:31
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:31
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:31
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:31
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:31
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:31
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:31
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:31
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:31
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:32
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:32
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:32
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:32
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:32
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:32
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:32
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:32
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:32
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:32
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:32
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:32
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:32
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:32
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:32
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:32
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:32
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:32
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:32
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:32
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:32
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:32
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:32
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:32
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:32
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:33
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:33
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:33
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:33
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:33
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:33
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:33
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:33
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:34
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:34
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:34
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:34
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:34
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:34
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:34
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:35
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:35
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:35
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:35
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:35
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:35
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:35
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:35
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:35
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:35
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:35
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:35
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:35
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:35
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:35
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:36
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:36
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:36
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:37
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:37
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:37
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:37
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:37
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:37
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:37
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:37
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:37
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:37
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:37
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:37
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:37
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:37
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:37
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:37
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:37
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:37
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:37
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:37
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:37
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:15:37
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:15:37
     PonRI0412RP.809. Fim do bloco do rateio                                                                
