RI0412RP                              2.00.00.076    CN_RI041                      06/02/20  17:14:09
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:16
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:16
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:16
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:16
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:16
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:16
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:16
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:16
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:16
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:16
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:16
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:16
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:16
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:17
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:17
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:17
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:17
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:17
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:17
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:17
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:17
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:17
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:17
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:18
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:18
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:18
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:18
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:18
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:18
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:18
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:18
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:18
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:19
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:19
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:19
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:19
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:19
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:19
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:19
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:19
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:20
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:20
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:20
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:20
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:20
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:20
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:20
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:20
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:20
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:21
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:21
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:21
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:21
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:21
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:21
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:21
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:21
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:21
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:22
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:22
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:22
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:22
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:22
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:22
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:22
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:22
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:22
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:23
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:23
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:23
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:23
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:23
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:23
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:23
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:23
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:24
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:24
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:24
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:24
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:24
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:24
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:24
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:24
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:25
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:25
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:25
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:25
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:25
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:25
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:25
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  17:14:25
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  17:14:25
     PonRI0412RP.809. Fim do bloco do rateio                                                                
