|T001|1||||
|T002|2|CONTABILISTA NEW||124528|01905585000232|89200000||RUA 1|2|||BAIRRO|47|21210000|47|21210000||SC|09102|900|
|T003|73674|DALLAS AUTO POSTO DE MARILIA LTDA.|01058|55657357000309||438.130.270.117|29005|||AV VICENTE FERREIRA|543|||CASCATA|SP|17515000||4330631||4330631||19990608|2||
|T003|77601|EMBAMAC IND COMERCIO DE EMBALAGENS LTDA|01058|00164960000197||548.007.533.115|40002|||AV SHUNJI NISHIMURA|606|||INDUSTRIAL|SP|17580000|14|34521859|||EMBAMAC@LIFE.COM.BR|20091022|2||
|T003|78625|GLOBAL ORGANIZACAO FARMACEUTICA LTDA|01058|04559470000140||116.209.322.110|50308|||RUA DIAMANTE PRETO|413|||CHACARA CALIFORNIA|SP|03317040|11|20904776|11|20904774|GLOBALFARMA@GLOBALFARMA.COM.BR|20110321|2||
|T003|76969|ROMANA IND E COM EMBALAGENS LTDA.|01058|03638179000367||438.239.583.114|29005|||AV LUIZ FELIPE DE MELLO FILHO|40|||HIPICA PAULISTA|SP|17520550|14|34515860|14|34518418|VENDAS@ROMANAEMBALAGENS.COM|20080630|2||
|T003|73251|GALTRON QUIMICA IND. E COM. LTDA.|01058|01437603000118||244.591.140.110|09502|||RUA BARRA DO TURVO|56|||JARDIM ITATINGA                         |SP|13052455|19|37659105|19|32258891||19980217|2||
|T003|73628|INDUSTRIA METALURGICA DATTI LTDA.|01058|61531323000104||105.280.011.116|50308|||RUA PTOLOMEU|868|||V SOCORRO|SP|04762040|11|55463411|11|55239553||19990422|2||
|T003|76702|MARCO ANTONIO DE CARVALHO ROLAMENTOS-EPP|01058|09193572000109||438.251.398.110|29005|||RUA CEL GALDINO DE ALMEIDA|77|||CENTRO                                  |SP|17500100||34542465||34134268||20080104|2||
|T003|77525|BONSUCESSO IND COM EMB PAP PAPELAO LTDA|01058|08789050000101||336.806.220.117|18800|||RUA ANTONIO MESTRINER|66|||SITIO IPE BONSUCESSO|SP|07175550|11|24362026|11|24377646||20090825|2||
|T003|72858|FLOWCENTER DO BRASIL IND. E COM. LTDA.|01058|44024941000130||109.193.327.113|50308|||RUA BUENOPOLIS|144|||VILA SANTA CLARA|SP|03161010|11|29667799|11|29664911|SPRAYTEC@FLOWCENTER.COM.BR|19961128|2||
|T003|78272|AUTO POSTO QUINTA DO MARQUES LTDA|01058|09472083000196||653.126.193.116|50605|||ROD PRESID CASTELO BRANCO|KM 57,200|345||MOMBACA|SP|18130000|11|47176383||||20101109|2||
|T003|74237|PROMAFLEX INDUSTRIAL LTDA.|01058|60219250000220||675.055.800.111|52809|||RUA ROBERTO PASCHOAL IGNACIO|70|||J RECORD|SP|06784320|11|41374954||115431013||20010327|2||
|T003|71402|TRANSPORTADORA SABIA DE MARILIA LTDA.|01058|59512962000172||438.067.045.119|29005|||AV CASTRO ALVES|1577|||POLON|SP|17507000|11|39656699||||19920714|2||
|T003|73777|METALURGICA REALEZA IND. E COM. LTDA.|01058|44645471000122||407.043.482.113|25904|||RUA CAMPINAS|170|||V HORTOLAN|SP|13214290|11|45823187|11|45818010||19991020|2||
|T003|72359|DE SANTIS DIST. INDUSTRIAL LTDA.|01058|06163161000182||637.066.818.110|48906|||AV COMENDADOR ALFREDO MAFEL|1500|||NUCLEO RESIDENCIAL S|SP|13570632|080|0113035|16|33733300|DESANTIS@DESANTIS.COM.BR|19950628|2||
|T003|70134|HERAL S/A.INDUSTRIA METALURGICA|01058|57482713000156||286.160.165.112|13801|||RUA ANITA|225|||VL ODETE|SP|09941640|11|40723011|11|40723012|HERAL.VENDAS@TERRA.COM.BR|19900727|2||
|T003|70215|PAPAIZ - UDINESE METAIS IND E COM LTDA|01058|61553301000137||286.043.433.114|13801|||AVENIDA LUIGI PAPAIZ|239|||JARDIM DAS NACOES|SP|09931610|11|40935100|11|40910844||19900727|2||
|T003|76363|TEC BOR BORRACHA TECNICA LTDA.|01058|69308518000274||383.067.573.113|23503|||ESTR MUNICIPAL  RIO BONITO KM 2-4,|SN|||ZONA RURAL|SP|18690000|14|38481819|14|38481819||20070528|2||
|T003|76719|PAPAIZ NORDESTE IND. E COM. LTDA|01058|02214604000166||48.593.182|27408|||PRACA GENERAL LABATUT|01|||PIRAJA|BA|41290560|71|21090777|71|21090707||20080123|2||
|T003|75315|P.K.O. DO BRASIL IMP. E EXP. LTDA.|01058|00007750000438||454.294.840.110|30607|||AV ANTONIO DE ALMEIDA|1111|||JARDIM RODEIO|SP|08775420|11|46998999|11|46998998|PKO@INNER.COM.BR|20050728|2||
|T003|78452|ATLAS COPCO BRASIL LTDA|01058|57029431004780||206.118.812.117|05708|||AV PIRAIBA|202|||CENTRO COMERCIAL JUBRAN|SP|06460121|11|34788700|||PATRICIA.OLIVEIRA@BR.ATLASCOPCO.COM|20110125|2||
|T003|75365|GERDAU COMERCIAL DE ACOS S.A.|01058|07369685003374||438.073.221.118|29005|||RUA ALCIDES NUNES|883|||PQ S JORGE|SP|17520010||34013700||34013720|JONAS.BATISTA@GERDAU.COM.BR|20051017|2||
|T003|75194|HENKEL LTDA|01058|02777131002310||286.253.438.116|13801|||AV CASA GRANDE|55|GP4||JARDIM RUYCE|SP|09961350|11|32058702|11|32058722||20110318|2||
|T003|73775|NEOBOR INDUSTRIA E COMERCIO LTDA.|01058|61628384000186||554.009.701.113|40606|||ROD MARECHAL RONDON KM 140,|SN|||RODOVIA|SP|18540000|15|32618600|15|32614804||19991019|2||
|T003|77988|TROMBINI EMBALAGENS S/A|01058|11252642001095||9051666116|06902|||R JOSE CASAGRANDE|803|||VISTA ALEGRE|PR|80820590||||||20100712|2||
|T003|74804|ALCOA ALUMINIO S.A.|01058|23637697002074||250.304.368|18707|||RODOVIA BR 101 KM 343,|SN|||SAO CRISTOVAO|SC|88701260||486311000||486311030||20030417|2||
|T003|73354|PADO S/A. INDUSTRIAL, COML.E IMPORTADORA|01058|61144150000678||9014893510|03701|||RUA DO SOL|84|||PQ MARACANA|PR|86185670|43|32491100|43|32491100||19980618|2||
|T003|12455|LEROY MERLIN CIA. BRASIL. BRICOLAGEM S/A|01058|01438784000520||1860558000030|18601|||AV BABITA CAMARGOS|1920|||CIDADE INDUSTRIAL|MG|32210180|31|33696565|31|33696500||20000229|2||
|T003|14094|DISTR CRISTIANO MATS CONSTR LTDA|01058|25682303000162||0626084630013|06200|||RUA PONTA GROSSA|793|||MILIONARIOS|MG|30620180|31|35038000|31|35038000|EDNA@DISTRIBUIDORACRISTIANO.COM.BR|19990514|2||
|T003|18138|CASA UNICA MATS CONSTR LTDA|01058|25618174000143||0620177150091|06200|||AV PRES CARLOS LUZ|2000|||APARECIDA|MG|31250010|31|21261000|31|21261001|COMPRAS@SANTACRUZACABAMENTOS.COM.BR|20081008|2||
|T003|13898|MADEIR IRMAOS MORAES LTDA|01058|23196397000134||2985196260070|29806|||AV SAO PAULO|715|||CENTRO|MG|32400000|31|35332717|31|35988770||19981224|2||
|T003|11751|SUPERMAC LTDA|01058|01617025000100||4713285800069|33808|||AV MANOEL DA CUSTODIA|1789|||VILA NAZARE|MG|35680403|37|32428509|37|32411581|SUPERMAC.COMPRAS@HOTMAIL.COM|19970224|2||
|T003|3830|D B DO BRASIL LTDA|01058|65229668000150||3727515960085|37205|||RUA MODESTO GOMES|302|||AMERICO SILVA|MG|35590000|37|32611376|37|32613529|DBDOBRASIL@HOTMAIL.COM|19910325|2||
|T003|9867|JOSE DOS REIS DE ALMEIDA E CIA LTDA|01058|38510483000147||2618271890062|26109|||RUA DR TEIXEIRA SOARES|765|||ENGENHO DE SERRA|MG|35570000|37|33221171|37|33221171|CASAREIS@BOL.COM.BR|19940901|2||
|T003|16215|LUIS OSCAR GARCIA E CIA LTDA|01058|02072184000120||5158331350051|51503|||PCA TUIUTI|37|||CENTRO|MG|37925000|37|33713082|37|33713810|LUIZCOGIL@HOTMAIL.COM|20030319|2||
|T003|17750|MAXIMUS MATS E CONSTR LTDA - ME|01058|07529500000164||0513867350036|51503|||RUA GETULIO VARGAS|843|||CENTRO|MG|37925000|37|33713677|37|33745142|CONSTRULAR.JARBAS@HOTMAIL.COM|20070730|2||
|T003|13599|DEP MADS VIEIRA LTDA|01058|20711057000106||4792678580012|47907|||AV EXPEDICIONARIOS|555|||CENTRO|MG|37900130|35|35292050|35|35292050|COMPRAS@DEPOSITOVIEIRA.COM.BR|19980720|2||
|T003|9868|RONALDO RIBEIRO GONCALVES|01058|22455448000132||7235374050092|33758|||RUA JOAO KIRCHNER|643|||CENTRO|MG|37975000|35|35361176|35|35361176||19940901|2||
|T003|8610|MADEIR CAUS LTDA|01058|21450879000143||0623070730026|06200|||AV|N SRA|DO CARMO, 1356, 1420||SION|MG|30330000|31|32638222|31|32638222|LUIZ@MACALBH.COM.BR|19890601|2||
|T003|16015|RISQUI MATS CONSTR LTDA|01058|67674143000150||664.042.260.119|51702|||AV JOSE ANTONIO ANGELOTTI|251|||JARDIM PRIMEIRO DE M|SP|14161190|16|39461000|16|39461000|MAURICIO@RISQUI.COM.BR|20020930|2||
|T003|18591|TODO TETO CASA E CONSTRUCAO LTDA|01058|09615003000104||664.163.699.116|51702|||AV JOAO SVERZUT|991|SL 1||JARDIM EUROPA II|SP|14177298|16|35131870|16|35131877|COMPRAS2@TODOTETO.COM.BR|20100507|2||
|T003|17015|ANA ELOISA GABELINI - EPP|01058|04218457000128||582.614.838.110|43402|||AV SAUDADE|1555|A||CAMPOS ELISEOS|SP|14080000|16|39611500|16|39611500|JANELAORP@TERRA.COM.BR|20050303|2||
|T003|12367|LEROY MERLIN CIA. BRASIL. BRICOLAGEM S/A|01058|01438784000369||582.470.279.110|43402|||AV PRESID CASTELO BRANCO|3000|||PRESID MEDICI|SP|14096560|16|36030300|16|36030361|CONTABILIDADERIBEIRAO@LEROYMERLIN.COM.BR|19990329|2||
|T003|17526|IDELMA AP SCALIANTE PEREIRA - ME|01058|07310187000179||582.680.566.115|43402|||AV BARAO DO BANANAL|384|||JD ANHANGUERA|SP|14092000|16|39679847|16|36274202|RONALDOGREU@IG.COM.BR|20061018|2||
|T003|12947|SAINT-GOBAIN DISTRIBUICAO BRASIL LTDA|01058|03840986002735||582.720.692.114|43402|||RUA PEDRO PEGORARO|99|||N RIBEIRANIA|SP|14096440|16|36039000|||NFE-TN0027@SAINT-GOBAIN.COM|20061130|2||
|T003|18361|SGS RIBEIRAO CONSTRUT INCORP LTDA|01058|04990637000123|||43402|||RUA SALVADOR DELLOIAGONO|110|||JD CANADA|SP|14024170|16|39165338|16|36239302|FREIREDECASTRO@TERRA.COM.BR|20090730|2||
|T003|17752|IRMAOS BARTOMOLEU LTDA|01058|48524219000116||227.002.691.118|07803|||AV D LUIZ AMARAL MOUSINHO|1547|||CENTRO|SP|14340000|16|36644345|16|36644345|COMPRAS@BARTOLOMEU.COM.BR|20070731|2||
|T003|14317|A J PEREIRA MATS CONSTR LTDA|01058|01596539000118||310.231.123.115|16200|||AV PROF MOACIR VIEIRA COELHO|3520|||JD REDENTOR|SP|14409275|16|37033410|16|37031468|JANELAO@JANELAO.COM.BR|19990914|2||
|T003|15511|JANYRA S PEREIRA FRANCA - ME|01058|04415440000160||310.264.208.110|16200|||AV ADHEMAR DE BARROS|1284|1294||JD.BRASIL|SP|14401424|16|37251650|16|37251650|JANELAO@JANELAO.COM.BR|20011023|2||
|T003|18614|CENTENARIO DE FRANCA MAT CONST LTDA EPP|01058|64550791000106||310.054.694.115|16200|||AV ADEMAR PEREIRA DE BARROS|2140|||VILA APARECIDA|SP|14403510|16|37252122|||VENDAS.CENTENARIO@HOTMAIL.COM|20100527|2||
|T003|53259|INSTITUICAO RELIGIOSA PERFECT LIBERTY|01058|61924742002907|||03901|||AV P L DO BRASIL, SN, ALT|8000|||JAGUARI|SP|07400970|11|46520000|11|46520004|PLOBRAS@IRPL.ORG.BR|19950306|2||
|T003|12257|DEP BARAO DE JACAREI MATS CONSTR LTDA EP|01058|57839276000185||392.046.983.111|24402|||RUA ROSARIA BRANCA|21|||CENTRO|SP|12307480|12|39513274|12|39513274|DEPOSITOBARAO@UOL.COM.BR|19980302|2||
|T003|1302|DEP CACULA JACAREI MATS CONSTR LTDA|01058|50467885000101||392.009.606.110|24402|||RUA JOAO AMERICO SILVA|204|||CENTRO|SP|12308660|12|39531100|12|39512438|DEPCACULA@UOL.COM.BR|19881001|2||
|T003|12943|LEROY MERLIN CIA BRASIL. BRICOLAGEM S/A|01058|01438784001683||645.486.273.117|49904|||AV ANDROMEDA, SN, ARE||||JD SATELITE|SP|12230000|12|39386828|12|39386828|MADEIRASSAOJOSE@LEROYMERLIN.COM.BR|20061003|2||
|T003|769|TAKASHI MIDORIKAWA E CIA LTDA|01058|60182987000134||645.009.252.112|49904|||AV PRES JUSCELINO KUBITSCHEK|4850|||J PAULISTA|SP|12215380|12|39214722|12|39214722|COMPRAS.RIOVERDE@VALECONSTRUIR.COM.BR|19881101|2||
|T003|539|DEP NILO MATS CONSTR LTDA|01058|45841368000110||234.001.492.119|08504|||RUA JOAO MOREIRA COSTA|112|||VILA RESENDE|SP|12282220|12|36547777|12|36547777|COMPRASNILO@CACAPAVA.COM.BR|19880901|2||
|T003|690|H M HABIT MODERNAS LTDA|01058|46639902000173||688.032.887.119|54102|||RUA DR EMILIO WINTHER|1275|||JARDIM DAS NACOES|SP|12030000|12|21252300|12|21252341|COMPRAS2@HMHABITACOESMODERNAS.COM.BR|19881101|2||
|T003|9608|DEP CASANOVA DE TAUBATE LTDA|01058|74266495000131||688.118.416.113|54102|||AV VOLUNT BENEDITO SERGIO|1895|||ESTIVA|SP|12053000|12|36336222|12|36336222|CASANOVA@CASANOVA-TAUBATE.COM.BR|19940620|2||
|T003|12435|COML TUAN MATS CONST LTDA|01058|48958144000343||688.138.383.113|54102|||AV PEDRO I, SN,  LOT PQ TRES MARIAS W|625|||ITAIM|SP|12082000|12|36346500|||RENATARAIMUNDO@COMERCIALTUAN.COM.BR|19991126|2||
|T003|12066|HIMASA MATS CONSTR LTDA|01058|65014169000146||332.050.423.115|18404|||RUA BENJAMIN CONSTANT|131|||SAO BENEDITO|SP|12502160|12|31223355|12|31322622|HIMASA@UOL.COM.BR|19960712|2||
|T003|9540|J T ESQS LTDA|01058|69086692000139||332.056.403.114|18404|||AV SANTOS DUMONT|115|||FIGUEIRA|SP|12500000|12|31325386|12|31326823|JTESQ@UOL.COM.BR|19940514|2||
|T003|1489|ZEZINHO MATS CONSTR LTDA|01058|48976385000153||332.021.910.111|18404|||AV JUSCELINO KUBITSCHEK|765|||CAMPO DO GALVAO|SP|12505300|12|31283128|12|31283128|COMPRAS@ZEZINHOGUARA.COM.BR|19881001|2||
|T003|273|COIMBRA MATS CONSTR LTDA|01058|51782969000100||420004803110|27207|||RUA SAO BENEDITO|462|||CENTRO|SP|12600010|12|31531911|12|31531810|COIMBRA@NFEREUNIDOS.COM.BR|19881001|2||
|T003|17895|TODIMO MATS CONSTR LTDA|01058|15375991001560||13.341.567-8|03403|||ROD PALMIRO PAES DE BARROS,|SN|||VISTA ALEGRE|MT|78095000|65|21285080|65|21285019|LIDIANE.SOUSA@TODIMO.COM.BR|20080130|2||
|T003|18646|LEROY MERLIN CIA BRASIL BRICOLAGEM S/A|01058|01438784002574||0746117500359|00108|||Q QS|03|RUA 420, SN, LOTE 4, PARTE||AGUAS CLARAS|DF|71953100|61|37017296|||CCAVALCANTE@LEROYMERLIN.COM.BR|20100705|2||
|T003|13622|IRMAOS SOARES S/A|01058|01559046003476||0738597500225|00108|||SIA SUL TRECHO, SN|02|LTS 6575859095100||SIA|DF|71200020|61|33619911|61|33611132|TINTAS-FERRAGENS@IRMAOSSOARES.COM.BR|19980804|2||
|T003|17769|HOME CENTER NORDESTE COM MATS CONSTR S/A|01058|08197731000776||0748941800309|00108|||SIA TRECHO|02|SN, LT||BRASILIA|DF|71200010|61|21035000|||ITEIXEIRA@TENDTUDO.COM.BR|20070821|2||
|T003|14637|D M X MATS CONSTR LTDA|01058|03521955000182||0740456500166|00108|||QUA CSD 06 LT 38/40/42/44,|SN|||TAGUATINGA|DF|72020065|61|33514401|61|33515880|COMPRAS@MARANATA.COM.BR|20000419|2||
|T003|18154|HOME CENTER MARANATA LTDA|01058|05241242000190||0743720800186|00108|||QNN 25 CONJ B LTS 1 3 E CONJ A LT2,|SN|||CEILANDIA|DF|72225252|61|35851888|61|35851888|COMPRAS@MARANATA.COM.BR|20081024|2||
|T003|18162|MARADINHO MATS CONSTR LTDA|01058|09126843000103||0749410500108|00108|||ST AREA ESP INDUSTRIAS, SN|02|LT 04 05||SOBRADINHO|DF|73045620|61|35910177|61|35910177|ELIANI.MARANATA@GMAIL.COM|20081024|2||
|T003|18156|MARALANDIA MATS CONSTR LTDA|01058|09328606000125||0749837100191|00108|||ST QD 8 CL BL B LTS 1 10,|SN|||BRAZLANDIA|DF|72710582|61|34791101|61|34791101|COMPRAS@MARANATA.COM.BR|20081024|2||
|T003|12896|LEROY MERLIN CIA BRASIL. BRICOLAGEM S/A|01058|01438784001411||0746117500278|00108|||SMAS TRECHO|3|SN, LOTE 5||ST MULT   ATIV  SUL|DF|71215300|61|34034500|61|34034515||20050831|2||
|T003|14207|FERRAGEM ALVORADA LTDA|01058|00979021000109||28.226.759-0|02704|||AV EDUARDO ELIAS ZAHRAN|1119|||B SAO BENTO|MS|79004000|67|33454000|67|33454045|COMPRAS@ALVORADAMS.COM.BR|19990719|2||
|T003|18353|DRAGAO COM MATS CONSTR LTDA|01058|07770412000150||28.337.446-2|07695|||RUA PARANA|2411|||CENTRO|MS|79490000|67|32951959|67|32951443|DRAGAOMAT@HOTMAIL.COM|20090724|2||
|T003|16161|DAMASCENO COM MATS CONSTR LTDA|01058|04769422000187||13.205.218-0|07602|||RUA FERNANDO CORREA DA COSTA|2623|||VILA ANDREIA|MT|78700000|66|34116500|66|34116500|CARVALHO@COMAPA.COM.BR|20030205|2||
|T003|13023|COTRIMAC COTRIGUACU MATS CONSTR LTDA|01058|03082443000167||13.038.063-6|07040|||AV MINAS GERAIS|50|||CENTRO|MT|78850000|66|34981523|66|34981523|COMPRAS@COTRIMAC.COM.BR|19970724|2||
|T003|17604|CONSTRUFORTE MATS CONSTR LTDA ME|01058|07957008000190||13.318.552-4|03403|||RUA BARAO DE MELGACO|1030|||PORTO|MT|78025300|65|36244090|||CONSTRUFORTEVENDAS@TERRA.COM.BR|20070206|2||
|T003|3389|BEIRA RIO MATL CONSTR LTDA|01058|36889558000117||13.136.179-1|03403|||AV SD|45|||SAO JOSE|MT|78085700|65|21289401|65|39018410|KLEYTON.VINICIUS2@GMAIL.COM|19930402|2||
|T003|9920|COML MAD MAT CONST VALE PARANAPANEMA|01058|62397971000174||495.069.665.117|34708|||RUA FRANCISCO DIAS NEGRAO|1176|||JD EUROPA|SP|19915021|14|33224777|14|33224647|ZILIOURINHOS@UOL.COM.BR|19940910|2||
|T003|18783|LOPES E GIMENES LTDA|01058|53423380000214||495.046.888.114|34708|||RUA VITORIO CHRISTONI|1199|||JD SANTA FE|SP|19910060|14|33225455|14|33227744|COMPRASLOPESEGIMENEZ@GMAIL.COM|20101118|2||
|T003|18179|CONSTRUILMA MATL CONSTR LTDA - EPP|01058|10340623000167||171.093.100.110|02200|||RUA CEL LUDOVICO HOMEM GOES|1017|||RESIDENCIAL SIMOES|SP|18240000|15|32551150|15|32551150|CONSTRUILMA@UOL.COM.BR|20081111|2||
|T003|14963|IRMAOS SOLDERA LTDA|01058|47599980001045||194.125.657.116|04503|||ROD SP 255 KM 2599 ,|SN|||PQ S JORGE|SP|18700970|14|37331060|14|37331060|COMPRAS@CACIQUE.MAT.BR|20001213|2||
|T003|11868|FABIO ANTONIO LIMA - ME|01058|01158556000173||371.080.418.119|22307|||AV 05 DE NOVEMBRO|173|||VL RIO BRANCO|SP|18207320|15|32712814|15|32724958||19970423|2||
|T003|1327|SAO LUIZ MATS CONSTR LTDA|01058|70942446000110||653.002.129.118|50605|||AV BRASIL|145|||CENTRO|SP|18130000|11|47123000|11|47123000|COMERCIAL@SAOLUIZHC.COM.BR|19881101|2||
|T003|18126|DANIEL VIEIRA CAMARGO TATUI - EPP|01058|09533353000121||687.165.002.110|54003|||AV VICE PREFEITO POMPEO REALI|797|||VILA SAO CRISTOVAO|SP|18279000|15|32513104|15|32515765|BLOCOMPRAS@TERRA.COM.BR|20080929|2||
|T003|1448|VENEZIANAO COML LTDA|01058|48385298000121||669.102.651.114|52205|||AV ITAVUVU|440|||VILA OLIMPIA|SP|18075042|15|32244403|15|32244403|VENEZIANAO@HOTMAIL.COM|19881101|2||
|T003|15414|MARIANO PRIETO NETO - ME|01058|02081353000199||194.127.793.118|04503|||RUA MATO GROSSO|1269|||CENTRO|SP|18700150|14|37312324|14|37332750|CASAPRIETO@IG.COM.BR|20010903|2||
|T003|16577|ANGELO PAIOTTI MATS CONSTR LTDA-ME|01058|38933891000101||527.009.271.110|37909|||RUA DOM LUCIO ANTUNES SOUZA|627|||CENTRO|SP|18185000|15|32781233|15|32782985|ILAH.PAIOTTI@GMAIL.COM|20031223|2||
|T003|415|GRANTEL COM MATS CONSTR LTDA|01058|46899464000182||687014894111|54003|||RUA DOMINGOS SANTOS FILHO|431|||VILA DEMOCRATA|SP|18271590|15|33223200|15|33223200|CRISTIANO@GRANTELMATERIAIS.COM.BR|19881101|2||
|T003|10259|CAETANO DE TATUI MATS CONSTR LTDA|01058|00173353000193||687.051.790.111|54003|||TRAV ROMEU PICCHI|532|540||CENTRO|SP|18275105|15|33225000|||LUISADRIANO@REDECAETANO.COM|19941203|2||
|T003|13094|SANDRA APARECIDA ASSIS - ME|01058|01321877000147||506.006.496.116|35804|||RUA JOAQUIM VIEIRA DE MEDEIROS|1357|||VL LEME|SP|18720000|14|37131109|14|37131109|MATERIALASSIS@UOL.COM.BR|19970909|2||
|T003|18391|CAETANO DE TATUI MATS CONSTR LTDA|01058|00173353000940||371.248.480.110|22307|||RUA QUINTINO BOCAIUVA|8|||CENTRO|SP|18200014|15|32727275|15|32727275|LOJA06@REDECAETANO.COM|20090908|2||
|T003|13513|LUIS CARLOS SOUZA SANTA CRUZ - ME|01058|69307205000110||612.024.509.111|46405|||AV TIRADENTES|1501|||CHACARA PEIXE|SP|18900000|14|33724249|14|33724249|SOUZAPORTASEJANELAS@HOTMAIL.COM|19980527|2||
|T003|18766|IRMAOS SOLDERA LTDA|01058|47599980000740||677.003.515.117|53005|||RUA JOSE D RIBEIRO|829|||CENTRO|SP|18890000|14|33869920|14|33869022|COMPRAS@CACIQUE.MAT.BR|20101025|2||
