|0150|11891|RIBEIRO E RIBEIRO MATS CONSTR LTDA|1058|16515058000108||4603057430005|3146008||AV DELFIM MOREIRA|193||CENTRO|
|0150|11972|CASA SOL MATS CONSTR MARILIA LTDA|1058|01521598000127||438117691111|3529005||AV NELSON SPIELMANN|2068||SOMENZARI|
|0150|12066|HIMASA MATS CONSTR LTDA|1058|65014169000146||332050423115|3518404||RUA BENJAMIN CONSTANT|131||SAO BENEDITO|
|0150|121|BANDINI E CIA LTDA|1058|43243765000165||165033330115|3501608||RUA IGARATAS|55||JARDIM IPIRANGA|
|0150|12172|COML TRABIJU DE MATS CONSTR LTDA|1058|62533633000112||695007262113|3554805||RUA ANTONIO LOURENCO XAVIER|250||CENTRO|
|0150|12257|DEP BARAO DE JACAREI MATS CONSTR LTDA EP|1058|57839276000185||392046983111|3524402||RUA ROSARIA BRANCA|21||CENTRO|
|0150|12287|LEROY MERLIN CIA. BRASIL. BRICOLAGEM S/A|1058|01438784000288||115026907112|3550308||RUA DOMINGAS GALLETERI BLOTTA|311||JD. CONSORCIO|
|0150|12367|LEROY MERLIN CIA. BRASIL. BRICOLAGEM S/A|1058|01438784000369||582470279110|3543402||AV PRESID CASTELO BRANCO|3000||PRESID MEDICI|
|0150|12419|CODARIN SHOPPING DA CONSTRUCAO LTDA|1058|03377310000118||388013365119|3524006||ROD VICE PREF HERMENEGTONOLI|2399||S ROQUE DA CHAVE|
|0150|12435|COML TUAN MATS CONST LTDA|1058|48958144000343||688138383113|3554102||AV PEDRO I, SN, LOT PQ TRES MARIAS W|625||ITAIM|
|0150|12455|LEROY MERLIN CIA. BRASIL. BRICOLAGEM S/A|1058|01438784000520||1860558000030|3118601||AV BABITA CAMARGOS|1920||CIDADE INDUSTRIAL|
|0150|12645|LEROY MERLIN CIA. BRASIL. BRICOLAGEM S/A|1058|01438784000954||116214362114|3550308||AV PRESID CASTELO BRANCO|6061||LAPA|
|0150|12704|NICOM COMERC MATS PARA CONSTRUCOES LTDA|1058|60403110000207||112787846111|3550308||RUA ATICA|49||BROOKLIN|
|0150|12705|MATS CONSTR NOGUEIRENSE LTDA - EPP|1058|04233428000135||187006196112|3503802||RUA SANTO DE FAVERI|934||JD DE FAVERI|
|0150|12711|LEROY MERLIN CIA BRASIL. DE BRICOLAGEM|1058|01438784001179||636267730118|3548807||AV DOS ESTADOS|1750|ESQ|FUNDACAO|
|0150|12729|LEROY MERLIN CIA BRASIL. BRICOLAGEM S/A|1058|01438784001250||77453466|3304557||AV AYRTON SENNA|2000||BARRA DA TIJUCA|
|0150|12733|C E C CASA E CONSTRUCAO LTDA|1058|63004030003969||77488723|3304557||AV VICENTE DE CARVALHO|730|AREA 0|VICENTE DE CARVALHO|
|0150|12739|AZEVEDO SUMARE TINTAS E ACABAM LTDA-EPP|1058|05472893000191||671200806115|3552403||RUA QUIRILIO RAVAGNANI|114||JD SAO DOMINGOS|
|0150|12783|C E C CASA E CONSTRUCAO LTDA|1058|63004030004426||336714210119|3518800||AV GUARULHOS|2525|EDIFICIO 1|PONTE GRANDE|
|0150|12806|LEROY MERLIN CIA BRASIL. BRICOLAGEM S/A|1058|01438784001330||116613718111|3550308||AV MAGALHAES DE CASTRO,|SN||MORUMBI|
|0150|12826|JOAO CARRARI NETO - ME|1058|06123321000160||187098880112|3503802||RUA DUQUE DE CAXIAS|2254||CENTRO|
|0150|12874|MARSON COM E DISTRIB MATS CONSTR LTDA|1058|07247209000101||662096860115|3551603||AV ARIOVALDO VIANA|250||CENTRO|
|0150|12890|SAINT-GOBAIN DISTRIBUICAO BRASIL LTDA|1058|03840986002654||0623492590070|3106200||RUA MARIA LUIZA SANTIAGO|25||SANTA LUCIA|
|0150|12896|LEROY MERLIN CIA BRASIL. BRICOLAGEM S/A|1058|01438784001411||0746117500278|5300108||SMAS TRECHO|3|SN, LOTE 5|ST MULT   ATIV  SUL|
|0150|12943|LEROY MERLIN CIA BRASIL. BRICOLAGEM S/A|1058|01438784001683||645486273117|3549904||AV ANDROMEDA, SN, ARE|||JD SATELITE|
|0150|12947|SAINT-GOBAIN DISTRIBUICAO BRASIL LTDA|1058|03840986002735||582720692114|3543402||RUA PEDRO PEGORARO|99||N RIBEIRANIA|
|0150|12960|LEROY MERLIN CIA BRASIL. BRICOLAGEM S/A|1058|01438784001764||149549744115|3550308||AV RICARDO JAFET|1501|PA|V STA EULALIA|
|0150|12976|LEROY MERLIN CIA BRASIL. BRICOLAGEM S/A|1058|01438784001845||78257784|3304557||RUA FONSECA|240|LOJA|BANGU|
|0150|12979|DEP MATS CONSTR STA IZABEL LTDA|1058|44633071000288||748001634111|3519071||RUA WRVIN MAIER|58||JD STA IZABEL|
|0150|12981|GUEDES CONSTR E ACABAMENTO LTDA - EPP|1058|01056868000176||233012598110|3508405||RUA MINAS GERAIS|180|FDS AV ITALIA 131|JACARE|
|0150|12987|WOGEL - LAR E CONSTRUCAO LTDA|1058|06194359000123||388074531111|3524006||RUA EMANCIPADORES DO MUNICIPIO|480||CENTRO|
|0150|1299|DEP IDEAL LTDA|1058|20143236000194||2230364130041|3122306||RUA GOIAS|1044||CENTRO|
|0150|12995|CONSTRUDECOR S/A|1058|03439316003350||336828084115|3518800||RUA DR WAGNER ANT ALBUQUERQUE|100||CIDADE INDUSTRIAL|
|0150|13|TREZA SA|1058|61101895000498||438017330116|3550308||RUA XV DE NOVEMBRO|1694||CENTRO|
|0175|03052011|08|3529005|
|0150|1302|DEP CACULA JACAREI MATS CONSTR LTDA|1058|50467885000101||392009606110|3524402||RUA ODETE|237||CENTRO|
|0150|13023|COTRIMAC COTRIGUACU MATS CONSTR LTDA|1058|03082443000167||130380636|5107040||AV MINAS GERAIS|50||CENTRO|
|0150|13083|BERTOLUCCI MATS CONSTR LTDA|1058|55849061000110||285009941119|3513702||RUA 13 DE MAIO|278||CENTRO|
|0150|13094|SANDRA APARECIDA ASSIS - ME|1058|01321877000147||506006496116|3535804||RUA JOAQUIM VIEIRA DE MEDEIROS|1357||VL LEME|
|0150|13185|PEDRAO DEP CONSTR LTDA - EPP|1058|01949660000186||4416859370027|3144102||RUA MERRY|256||JARDIM PAINEIRAS|
|0150|13223|NAKATANI MATS CONSTR LTDA|1058|02047260000148||9013834641|4118402||RUA SOUZA NAVES|1927||CENTRO|
|0150|1327|SAO LUIZ MATS CONSTR LTDA|1058|70942446000110||653002129118|3550605||AV BRASIL|615||CENTRO|
|0150|13340|ADIR MARIANO NOGUEIRA FONTOURA - ME|1058|92245406000152||3670001184|4311759||RUA WALTER JOBIM|540||CENTRO|
|0150|13393|M G MATS CONSTR LTDA|1058|80444748000112||251632164|4204202||RUA MINAS GERAIS|399|E|CENTRO|
|0150|13427|CASA FERRAGS MANZOTTI LTDA|1058|75726265000170||7140127030|4116901||AV 14 DE DEZEMBRO|778||CENTRO|
|0150|13434|RAIMUNDO JOSE SILVA|1058|21871926000122||4714719070066|3147105||RUA MELO GUIMARAES|277||NOSSA SRA DE FATIMA|
|0150|13454|CORRER MATS CONSTR LTDA|1058|64512460000181||535152910110|3538709||RUA IGNACIO CUNHA CALDEIRA|55||VL N S FATIMA|
|0150|13466|PORTELA MATS CONSTR LTDA|1058|02141747000195||9014348910|4102000||RUA RIACHUELO|72||CENTRO|
|0150|13513|LUIS CARLOS SOUZA SANTA CRUZ - ME|1058|69307205000110||612024509111|3546405||AV TIRADENTES|1501||CHACARA PEIXE|
|0150|13529|BIGOLIN MATS CONSTR LTDA|1058|15505704000436||283034645|5002704||AV JULIO DE CASTILHO|4000||JD PANAMA|
|0150|13549|E NASCIMENTO E CIA LTDA - ME|1058|61496899000170||563013442110|3541505||AV JORGE TIBIRICA|573||CENTRO|
|0150|13578|MORETTO IND COM MADS LTDA|1058|49857709000792||416040241114|3526803||RUA FRANCISCO PRESTES MAIA|950||DISTR INDL|
|0150|13599|DEP MADS VIEIRA LTDA|1058|20711057000106||4792678580012|3147907||AV DOS EXPEDICIONARIOS|704||CENTRO|
|0150|13611|DUCAL MATS CONSTR LTDA|1058|37554755000148||282773436|5003702||AV MARCELINO PIRES|6655||CABECEIRA ALEGRE|
|0150|13622|IRMAOS SOARES S/A|1058|01559046003476||0738597500225|5300108||SIA SUL TRECHO, SN|02|LTS 6575859095100|SIA|
|0150|13627|ORGAN GORGULHO LTDA|1058|17943325000291||6371235590168|3163706||RUA BENTO GONCALVES|129||ESTACAO|
|0150|1371|KENNEDY IND COM FERRO ACO LTDA|1058|18751271000144||0670573730031|3106705||AV AMAZONAS|403||CENTRO|
|0150|1376|KREPISCHI - LAR E CONSTR LTDA|1058|44213965000138||182004229119|3503307||AV DONA RENATA|2953||CAMPINHO|
|0150|13784|MAT-CENTER UMEKI E SILVA LTDA-ME|1058|01560725000105||237009208117|3508801||AV D PEDRO II|192||CENTRO|
|0150|13829|MERCANTIL BELESKI LTDA|1058|02794247000152||9016900572|4108601||AV SANTOS DUMONT|851||CIDADE ALTDA|
|0150|13898|MADEIR IRMAOS MORAES LTDA|1058|23196397000134||2985196260070|3129806||AV SAO PAULO|715||CENTRO|
|0150|13930|CONSTRUCOR ANDRADAS LTDA|1058|02371154000115||0269947000032|3102605||RUA FERNANDO AVELINO ANDRADE|48||CENTRO|
|0150|14|TESTE ESTRANGEIRO|2496||||||RUA ATICA, BROOKFIELD, ESTADOS UNIDOS|49||BROOKLIN|
|0150|14020|DEP VILA OLGA LTDA|1058|18761791000138||5784244950021|3157807||AV DAS INDUSTRIAS|1121||VILA OLGA|
|0150|14094|DISTR CRISTIANO MATS CONSTR LTDA|1058|25682303000162||0626084630013|3106200||RUA PONTA GROSSA|793||MILIONARIOS|
|0150|14207|FERRAGEM ALVORADA LTDA|1058|00979021000109||282267590|5002704||AV EDUARDO ELIAS ZAHRAN|1119||B SAO BENTO|
|0150|14219|MACOGEL MATS CONSTR GERAL LTDA|1058|24230609000115||3622770720075|3136207||AV WILSON ALVARENGA|1808||CARNEIRINHOS|
|0150|14226|MADEIR KM 130 LTDA|1058|01069555000152||7012239267|4115200||AV COLOMBO|KM 130|BR 376, 10751|SAIDA PARA PARANAVAI|
|0150|1423|TOSEL COM MATS CONSTR LTDA|1058|45385598000112||214005508117|3506508||AV JOSE AGOSTINHO ROSSI|1100||VILA GUANABARA|
|0150|14286|SALLES KRAUSS E TUCCI LTDA|1058|03052102000149||3780171200011|3137809||PCA N SRA DA SAUDE|55||CENTRO|
|0150|1430|TUMKUS E TUNCKUS LTDA|1058|61179651000185||105555679110|3550308||AV ORATORIO|3330||PARQUE SAO LUCAS|
|0150|14308|BIGOLIN MATS CONSTR LTDA|1058|15505704000517||283106255|5002704||AV CEL ANTONINO|1490||CRUZEIRO|
|0150|14317|A J PEREIRA MATS CONSTR LTDA|1058|01596539000118||310231123115|3516200||AV PROF MOACIR VIEIRA COELHO|3520||JD REDENTOR|
|0150|1438010070113|SASAZAKI INDUSTRIA E COMERCIO LTDA ACAO.|1058|52045697000110||438010070113|3529005||AV EUGENIO CONEGLIAN|10604||DISTR INDUSTRIAL|
|0150|1448|VENEZIANAO COML LTDA|1058|48385298000121||669102651114|3552205||AV ITAVUVU|511|A|VILA OLIMPIA|
|0150|14561|SINTEPROL LTDA - ME|1058|25832809000100||0194655530055|3101904||RUA MAJOR JOAO GONCALVES|1014||MUNDO NOVO|
|0150|14588|CASAGRANDE ACAB CONSTR LTDA|1058|03670246000169||9020431285|4118402||RUA MANOEL RIBAS|1560||CENTRO|
|0150|14637|D M X MATS CONSTR LTDA|1058|03521955000182||0740456500166|5300108||QUA CSD 06 LT 38/40/42/44,|SN||TAGUATINGA|
|0150|14659|ROSANGELA MARIA DE ALMEIDA CESARIO - ME|1058|65540056000184||417101208116|3526902||RUA JOAO BATISTA GOMES AMORIM|28||VILA ESTEVES|
|0150|14733|SILVIA VAZ FERNANDES - EPP|1058|02980579000121||5250092190033|3152501||ROD JK BR 459 KM 107,|SN||IPIRANGA|
|0150|14746|VORPAGEL MATS CONSTR LTDA - ME|1058|72260433000197||4170349437|4114609||AV MARIPA|1770||CENTRO|
|0150|14789|EDSON DAVANZO DALCIN|1058|26072066000180||7076455620063|3170701||RUA RUTH CARVALHO|910||JD SION|
|0150|14802|DEP MATS BASICO CONSTR ADILSON PECHIO LT|1058|69061034000192||600033873119|3545209||ESTR SP 79|KM 1|SN, LT B1|OLARIA|
|0150|14836|FIORAVANTE E MODULO DOS SANTOS LTDA EPP|1058|03433941000107||469002098111|3532108||PCA PEDRO STORTI|375||CENTRO|
|0150|1489|ZEZINHO MATS CONSTR LTDA|1058|48976385000153||332021910111|3518404||AV JUSCELINO KUBITSCHEK|765||CAMPO DO GALVAO|
|0150|14895|DORIVAL CONTATTO E CIA LTDA|1058|62315650000426||587248750114|3543907||AV 24|725||SANTANA|
|0150|14901|MADS CACOAL IND COM LTDA - ME|1058|25923079000153||3765735430024|3137601||RUA PINTO ALVES|3000||VILA MARIA|
|0150|14924|COMERCIAL IVAIPORA LTDA|1058|75274423001251||9021317281|4104303||AV CAPITAO INDIO BANDEIRA|3000||CENTRO|
|0150|14963|IRMAOS SOLDERA LTDA|1058|47599980001045||194125657116|3504503||ROD SP 255 KM 2599 ,|SN||PQ S JORGE|
|0150|1498|A CONSTRUTORA LTDA|1058|24664856000120||6200850550025|3162005||RUA CEL PEDRO MACHADO|75||CENTRO|
|0150|15087|CASA E CONSTR BRAIZINHO CAMBUI LTDA-EPP|1058|04292072000100||1061143650031|3110608||AV MARIANA RAMOS RIBEIRO|906||VL MARIANA|
|0150|15267|GILBER MATS CONSTR LTDA|1058|04421295000120||453124729110|3530508||RUA BERNARDINO DE CAMPOS|446||CENTRO|
|0150|15414|MARIANO PRIETO NETO - ME|1058|02081353000199||194127793118|3504503||RUA MATO GROSSO|1269||CENTRO|
|0150|15418|COML SANDRI CASA DECORACAO LTDA - EPP|1058|04587728000112||156004590115|3500709||RUA ARCANGELO NAPOLEONE|355||VILA HONORINA|
|0150|15492|LAPA MATS CONSTR LTDA|1058|02381891000107||3766945920037|3137601||AV CEL CARLOS ORLEANS GUIMARAES|135||VARZEA|
|0150|15511|JANYRA S PEREIRA FRANCA - ME|1058|04415440000160||310264208110|3516200||AV ADHEMAR DE BARROS|1284|1294|JD.BRASIL|
|0150|15541|BOREART IND COM MATS CONSTR LTDA-ME|1058|04663292000101||214137886115|3506508||RUA JOSE MASSOM|125||JARDIM AEROPORTO|
|0150|15571|AGRO CRUZ ALTA LTDA|1058|01618298000160||5253308720097|3152501||ROD FERNAO DIAS, SN|KM 870||CRUZ ALTA|
|0150|15575|ROMPATO MATS CONSTR LTDA|1058|01178937000114||9010263945|4118501||AV TUPY|1485||CENTRO|
|0150|15638|IRMAOS TEIXEIRA FREITAS LTDA - ME|1058|04054241000174||170095535117|3502101||RUA PAES LEME|341||CENTRO|
|0150|15662|DIRCEU APARECIDO PRECARO - ME|1058|04829564000192||637251173118|3548906||RUA NATALINO MASTRO FRANCISCO|1200||VILA BOA VISTA 1|
|0150|1569|CARLONI COM IND LTDA|1058|18621870000143||2870488540089|3128709||RUA DONA DELFINA|88||CENTRO|
|0150|15760|JOSE VITORIO RIVA E CIA LTDA|1058|04938002000187||9025448798|4101507||RUA PERDIZES|296|SAL|CENTRO|
|0150|15907|R A CONSTRUA LTDA|1058|05064222000191||9025881084|4108809||AV CEL OTAVIO TOSTA|129||CENTRO|
|0150|15943|HASSAN G EL MOUALLEM E CIA LTDA EPP|1058|03556619000175||3240559470051|3132404||RUA UMBELINA CHIARADIA|211||SAO VICENTE|
|0150|16002|CASA SHOW S/A|1058|28200947001137||77077952|3304557||RUA URUGUAI|240||ANDARAI|
|0150|16003|SEBASTIAO NONATO OLIVEIRA FILHO - EPP|1058|25902503000183||1866414280049|3118601||RUA RODRIGUES DA CUNHA|280||SAO JOAQUIM|
|0150|16015|RISQUI MATS CONSTR LTDA|1058|67674143000150||664042260119|3551702||AV JOSE ANTONIO ANGELOTTI|251||JARDIM PRIMEIRO DE M|
|0150|16054|UVEDA MATS CONSTR LTDA|1058|71343024000191||5968583060045|3159605||AV FREDERICO PAULA CUNHA|780||MARITELA|
|0150|16094|OBRA ARTE ACAB LTDA|1058|05158574000106||7071837410047|3170701||AV SANTA LUIZA|655||SANTA LUIZA|
|0150|16161|DAMASCENO COM MATS CONSTR LTDA|1058|04769422000187||132052180|5107602||RUA FERNANDO CORREA DA COSTA|2623||VILA ANDREIA|
|0150|16215|LUIS OSCAR GARCIA E CIA LTDA|1058|02072184000120||5158331350051|3151503||PCA TUIUTI|37||CENTRO|
|0150|16241|CASA SHOW S/A|1058|28200947000750||83201630|3304557||AV CESARIO DE MELO|3740|LJ B|CAMPO GRANDE|
|0150|1628|CASA NICOLIELLO LTDA|1058|19838465000144||0490825030075|3104908||PCA VISC JAGUARI|14||CENTRO|
|0150|16344|ONOFRE FELISBERTO FERREIRA|1058|20575775000100||0424334690044|3104205||RUA JOSE RODRIGUES SOUZA NETO|350||SANTO ANTONIO|
|0150|16388|CONSTROI MATS CONSTR LTDA|1058|44860245000164||733000283115|3501152||RUA PROF JOAQUIM COELHO PEREIRA|170||CENTRO|
|0150|16437|PISSININI E PISSININI LTDA|1058|03734169000163||9020993879|4124509||RUA ARNOR MARQUES PINHEIRO|129||CENTRO|
|0150|16439|ORIVALDO JOSE JOFRE - ME|1058|00405173000190||5200040840|4100103||RUA ZACARIAS DE GOES|83||CENTRO|
|0150|165|KIJANELAS COM ESQS LTDA|1058|81893018000161||6110246224|4103701||AV INGLATERRA|1904||CENTRO|
|0150|16577|ANGELO PAIOTTI MATS CONSTR LTDA-ME|1058|38933891000101||527009271110|3537909||RUA DOM LUCIO ANTUNES SOUZA|627||CENTRO|
|0150|16578|LUIZ IVO OLIVEIRA E CIA LTDA - ME|1058|82075045000190||9024900352|4106407||AV GETULIO VARGAS|140||CENTRO|
|0150|16649|LUCREZIA MARIA BRUNO - ME|1058|06102061000146||438213910110|3529005||AV CARLOS ARTENCIO|14|LJ A|FRAGATA|
|0150|16692|BIGOLIN MATS CONSTR LTDA|1058|76087964000504||4100196200|4104808||RUA RIO DE JANEIRO|2989||CENTRO|
|0150|16740|L M DESTRO MATS CONSTR LTDA|1058|06163792000100||9030172016|4128104||RUA AMAZONAS|2907||ZONA II|
|0150|16742|J M CAMPIAO E ZANATA LTDA|1058|81703894000188||5150156124|4103602||RUA PADRE OSNI|853||CENTRO|
|0150|16823|CASA COELHO MATS CONSTR LTDA|1058|41728874000147||0166459950049|3101607||RUA BENJAMIN CONSTANT|1605||JD SAO CARLOS|
|0150|16886|LM ACABAMENTOS LTDA EPP|1058|05956212000160||4762638620005|3147600||RUA DR ALMEIDA|257||CENTRO|
|0150|16898|COFENORTE COML FERRGS NORTE PARANA LTDA|1058|04225122000137||9022549941|4117107||AV ANTONIO ORMENEZE|1388||CENTRO|
|0150|16969|COML IVAIPORA LTDA|1058|75274423001332||9032339740|4101408||RUA DEMETRIO SANTOS MOREIRA|136||VL S JOSE|
|0150|16974|GUAPE MATS CONSTR LTDA - ME|1058|07048443000100||2813252200023|3128105||AV DR OLAVO PINHEIRO|590||CENTRO|
|0150|17015|ANA ELOISA GABELINI - EPP|1058|04218457000128||582614838110|3543402||AV SAUDADE|1555|A|CAMPOS ELISEOS|
|0150|17018|DEP ROLANDIA COM MATS CONSTR LTDA|1058|07039885000181||9032014442|4122404||AV CASTRO ALVES|2637||CENTRO|
|0150|17020|C A SHOW ROOM CONSTR LTDA|1058|03960329000192||3620991540094|3136207||AV WILSON ALVARENGA|937||CARNEIRINHOS|
|0150|17086|E B L CONSTR|1058|07120780000152||9032459053|4117909||RUA VER ANTONIO POZZAN|1935||JD ITALIA|
|0150|17218|ALABAMA COM MATS CONSTR LTDA|1058|06114972000193||9030293662|4113700||RUA WALTER BUSSADORI|555||PQ INDL BUENA VISTA|
|0150|17220|A N B MATS CONSTR LTDA|1058|03823827000193||254049834|4201653||RUA DO COMERCIO|99||CENTRO|
|0150|17308|CANO E BENITEZ LTDA|1058|07753408000183||9035901300|4125357||RUA JOSE H VISCONCINI|235||CENTRO|
|0150|17344|A E C MATS CONSTR LTDA|1058|07046702000155||9032064628|4128104||AV PRES CASTELO BRANCO|5300||ZONA I|
|0150|17403|SGOTTI E SGOTTI LTDA|1058|46933776000165||304016846119|3515509||AV CARLOS BAROZZI|982||J IGUATEMI|
|0150|17437|MMS MATS CONSTR LTDA - EPP|1058|05690103000144||283268980|5006200||AV EURICO SOARES ANDRADE|41||CENTRO|
|0150|17518|B V M MATS CONSTR LTDA - EPP|1058|08275002000103||181329611119|3503208||RUA MAURICIO GALLI|1142|FUNDOS|JARDIM ADALGISA|
|0150|17526|IDELMA AP SCALIANTE PEREIRA - ME|1058|07310187000179||582680566115|3543402||AV BARAO DO BANANAL|384||JD ANHANGUERA|
|0150|17548|GIUSEPPE NARDI E CIA LTDA|1058|07665163000132||9035927880|4117008||AV 14 DE DEZEMBRO|166||CENTRO|
|0150|17570|MONTEIRO CASA E CONSTRUCAO LTDA ME|1058|08307978000102||0010164310088|3170701||AV CATARINA LIMBORCO|175||VILA SANTA CRUZ|
|0150|17572|M S G PISOS CERAMICOS LTDA|1058|06177112000107||9030266185|4115200||AV COLOMBO|2526||VILA MORANGUEIRA|
|0150|17604|CONSTRUFORTE MATS CONSTR LTDA ME|1058|07957008000190||133185524|5103403||RUA BARAO DE MELGACO|1030||PORTO|
|0150|17628|SAINT-GOBAIN DISTRIBUICAO BRASIL LTDA|1058|03840986003030||9034982691|4113700||AV SAUL ELKIND, SN, CTO|||CONJ SILO 3|
|0150|17652|R P S ENG LTDA|1058|00761290000196||637143440117|3548906||RUA ANTONIO CARLOS PEDROZO, SN|LT 59||AGUA BRANCA|
|0150|17667|J A BERNARDINO ARAUJO MATS CONSTR|1058|08415688000182||9039077547|4128104||AV MARINGA|5311|QD|ZONA III|
|0150|17714|MARIO LUIS TRIVELLATO - ME|1058|08606848000170||651089820118|3550407||RUA JOAO CIRINO SOBRINHO|171||RECANTO DAS AGUAS|
|0150|17737|HOME CENTER NORDESTE COM MATS CONSTR S/A|1058|08197731000504||103069887|5208707||AL DAS PAINEIRAS|50|0 QD B35 AREA|JARDIM GOIAS|
|0150|17750|MAXIMUS MATS E CONSTR LTDA - ME|1058|07529500000164||0513867350036|3151503||RUA GETULIO VARGAS|843||CENTRO|
|0150|17752|IRMAOS BARTOMOLEU LTDA|1058|48524219000116||227002691118|3507803||AV D LUIZ AMARAL MOUSINHO|1547||CENTRO|
|0150|17769|HOME CENTER NORDESTE COM MATS CONSTR S/A|1058|08197731000776||0748941800309|5300108||SIA TRECHO|02|SN, LT|BRASILIA|
|0150|17788|DAYSE V PANIZIO LUPIONOPOLIS|1058|08831645000188||9040502880|4113809||AV BARRA DOURADA|569||CENTRO|
|0150|17895|TODIMO MATS CONSTR LTDA|1058|15375991001560||133415678|5103403||ROD PALMIRO PAES DE BARROS,|SN||VISTA ALEGRE|
|0150|17925|PETTERS EXP MANUT LTDA|1058|00778833000188||4221274704|4108304||RUA JOSE DO PATROCINIO|822||VILA PORTES|
|0150|17948|CELIO BORGES MORAIS E IRMAO LTDA - EPP|1058|67768952000120||259005473118|3511003||AV DR GETULIO VARGAS|484||CENTRO|
|0150|17950|KARIN B R SELZLEIN|1058|09220102000197||9042371081|4114609||RUA MEDIANEIRA|464||PORTO MENDES|
