RI0401RP                              2.00.00.028    MRI\RI04                      27/08/19  11:57:37
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:41
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:41
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:41
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:41
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:41
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:41
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:41
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:41
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:41
RI0401A                               2.00.00.034    ri0401rp                      27/08/19  11:57:41
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:57:41
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:57:41
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:57:41
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:57:41
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:57:41
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:41
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:41
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:41
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:42
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:43
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:44
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:44
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:44
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:44
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:44
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:44
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:44
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:44
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:44
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:44
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:44
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:44
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:44
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:44
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:44
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:45
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:46
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:46
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:46
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:46
