RI0401RP                              2.00.00.028    MRI\RI04                      27/08/19  11:58:04
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:06
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:07
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:58:08
RI0401A                               2.00.00.034    ri0401rp                      27/08/19  11:58:08
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:58:08
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:58:08
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:58:09
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:58:09
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:09
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:10
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:11
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:12
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:13
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:14
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:58:15
