RI0401RP                              2.00.00.028    MRI\RI04                      27/08/19  12:50:19
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:25
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:26
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:27
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:28
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  12:50:29
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:29
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:29
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  12:50:29
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:29
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:29
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  12:50:30
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  12:50:31
