RI0401RP                              2.00.00.028    MRI\RI04                      27/08/19  11:57:50
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:51
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:51
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:51
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:51
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:51
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:51
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:51
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:51
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:52
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:53
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:54
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:54
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:54
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:54
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:54
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:54
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:54
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:54
RI0401A                               2.00.00.034    ri0401rp                      27/08/19  11:57:54
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:57:54
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:57:54
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:57:54
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:57:54
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:57:54
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:54
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:54
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:54
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:54
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:54
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:54
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:54
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:54
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:54
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:55
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:56
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:57
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:58
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:58
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:58
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:58
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:58
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:58
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:58
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:58
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:58
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:58
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:58
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:58
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:58
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:58
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:58
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:58
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:58
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:59
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:58:00
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:58:00
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:58:00
