RI0401RP                              2.00.00.028    MRI\RI04                      27/08/19  11:57:23
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:26
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:27
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:28
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:29
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:29
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:29
RI9999                                2.00.00.000    ri0401rp                      27/08/19  11:57:29
RI0401A                               2.00.00.034    ri0401rp                      27/08/19  11:57:29
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:57:29
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:57:29
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:57:29
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:57:29
UT-TRFRRP                             2.00.00.008    ri0401a                       27/08/19  11:57:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:29
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:30
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:31
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:31
RI9999                                2.00.00.000    ri0401a                       27/08/19  11:57:31
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:31
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:31
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:31
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:31
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:31
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:31
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:31
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:31
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:31
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:31
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:31
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:31
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:31
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:31
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:31
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TCDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TWDI478                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TWDI477                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:32
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TCDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
TWDI456                               2.00.00.000    ri0401rp                      27/08/19  11:57:33
